Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,log_Global_Sales,Platform_encoded,Genre_encoded,Publisher_encoded
Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0.0,0.01,0.78,,,,,0.5766133643039938,0,8,53
Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,81.0,38.0,7.7,9.0,0.5766133643039938,17,10,139
Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78,71.0,4.0,,,0.5766133643039938,6,4,548
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,,,,,0.5766133643039938,15,8,244
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,59.0,8.1,148.0,0.5766133643039938,28,0,528
Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78,,,,,0.5766133643039938,16,3,458
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74.0,31.0,8.5,39.0,0.5766133643039938,28,2,349
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,79.0,63.0,8.1,86.0,0.5766133643039938,4,7,361
Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,59.0,7.4,105.0,0.5766133643039938,28,2,139
Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78,,,,,0.5766133643039938,15,2,85
Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57.0,43.0,6.3,192.0,0.5766133643039938,28,0,121
Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.57,0.06,0.0,0.14,0.78,,,3.1,18.0,0.5766133643039938,17,10,139
Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0.0,0.05,0.78,,,,,0.5766133643039938,15,11,139
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,68.0,10.0,7.8,32.0,0.5766133643039938,4,0,290
The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88.0,59.0,8.9,283.0,0.5766133643039938,4,7,467
Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0.0,0.06,0.78,73.0,34.0,8.2,30.0,0.5766133643039938,4,0,491
Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85.0,39.0,7.7,87.0,0.5766133643039938,17,11,497
NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,81.0,12.0,8.4,18.0,0.5766133643039938,16,10,497
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0.0,0.0,0.78,0.0,0.78,,,,,0.5766133643039938,23,7,87
Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0.0,0.01,0.78,,,,,0.5766133643039938,0,5,53
James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,80.0,17.0,8.6,46.0,0.5766133643039938,7,8,139
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.37,0.22,0.13,0.06,0.78,,,,,0.5766133643039938,27,10,361
Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,38.0,6.3,52.0,0.5766133643039938,17,8,21
NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78,,,,,0.5766133643039938,15,10,458
Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0.0,0.08,0.78,87.0,55.0,8.2,209.0,0.5766133643039938,28,4,528
Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0.0,0.01,0.77,,,,,0.5709795465857378,0,8,53
Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,449.0,0.5709795465857378,28,8,448
Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.77,71.0,43.0,7.4,34.0,0.5709795465857378,28,3,325
Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,,,,,0.5709795465857378,15,6,139
Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0.0,0.05,0.77,,,,,0.5709795465857378,15,3,248
Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0.0,0.01,0.77,,,,,0.5709795465857378,0,0,316
MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77,81.0,74.0,8.6,176.0,0.5709795465857378,26,0,448
Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57.0,14.0,7.1,19.0,0.5709795465857378,19,6,139
Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81.0,75.0,7.3,229.0,0.5709795465857378,28,8,325
Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53.0,30.0,6.3,46.0,0.5709795465857378,16,2,139
Boxing,2600,1980,Fighting,Activision,0.72,0.04,0.0,0.01,0.77,,,,,0.5709795465857378,0,2,21
Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,78.0,13.0,8.5,24.0,0.5709795465857378,15,6,139
ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.18,0.49,0.0,0.1,0.77,66.0,5.0,,,0.5709795465857378,26,3,528
Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0.0,0.08,0.77,,,,,0.5709795465857378,28,0,528
Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.14,0.03,0.06,0.77,52.0,56.0,4.9,330.0,0.5709795465857378,28,0,85
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,0.5709795465857378,28,10,491
Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0.0,0.01,0.77,,,,,0.5709795465857378,0,0,53
Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.0,0.23,0.77,70.0,22.0,6.6,18.0,0.5709795465857378,19,11,491
Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.77,,,,,0.5709795465857378,4,5,528
Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0.0,0.02,0.77,,,,,0.5709795465857378,10,4,491
Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77,,,,,0.5709795465857378,5,7,145
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0.0,0.01,0.77,38.0,14.0,5.0,6.0,0.5709795465857378,6,0,491
Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69.0,42.0,7.5,31.0,0.5709795465857378,26,8,448
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0.0,0.1,0.77,,,,,0.5709795465857378,16,8,438
Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,84.0,33.0,8.7,16.0,0.5709795465857378,16,4,85
Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,16.0,8.4,27.0,0.5709795465857378,6,4,361
All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81.0,15.0,8.4,17.0,0.5709795465857378,16,10,17
Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45.0,26.0,3.0,29.0,0.5709795465857378,16,7,53
Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,28.0,5.9,34.0,0.5709795465857378,4,6,361
Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57.0,26.0,7.2,58.0,0.5709795465857378,17,2,349
Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,79.0,45.0,8.2,38.0,0.5709795465857378,19,0,458
Personal Trainer: Walking,DS,2008,Sports,Nintendo,0.21,0.32,0.17,0.07,0.76,69.0,6.0,,,0.5653138090500605,4,10,361
Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0.0,0.36,0.76,66.0,5.0,6.7,49.0,0.5653138090500605,16,4,448
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0.0,0.1,0.76,,,9.0,40.0,0.5653138090500605,16,10,23
Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76,,,,,0.5653138090500605,15,6,415
Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.28,0.3,0.12,0.07,0.76,76.0,11.0,,,0.5653138090500605,4,5,361
Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.35,0.0,0.08,0.76,,,,,0.5653138090500605,28,4,325
FIFA 12,Wii,2011,Sports,Electronic Arts,0.15,0.5,0.0,0.11,0.76,,,,,0.5653138090500605,26,10,139
My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.09,0.0,0.06,0.76,,,,,0.5653138090500605,4,9,367
Driv3r,XB,2004,Racing,Atari,0.36,0.38,0.0,0.03,0.76,56.0,57.0,4.7,69.0,0.5653138090500605,29,6,53
Mercenaries: Playground of Destruction,PS2,2005,Action,LucasArts,0.64,0.02,0.0,0.1,0.76,,,,,0.5653138090500605,16,0,290
The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76,,,,,0.5653138090500605,17,1,58
MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,0.37,0.29,0.0,0.1,0.76,,,,,0.5653138090500605,16,2,202
Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76,,,,,0.5653138090500605,15,2,545
ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76,94.0,4.0,8.7,40.0,0.5653138090500605,15,10,277
Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52.0,7.0,6.8,37.0,0.5653138090500605,19,6,139
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85.0,54.0,8.0,188.0,0.5653138090500605,4,8,361
Bayonetta 2,WiiU,2014,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,91.0,80.0,8.2,1217.0,0.5653138090500605,27,0,361
Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.23,0.0,0.15,0.76,63.0,25.0,8.0,41.0,0.5653138090500605,19,8,290
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.32,0.0,0.07,0.76,,,,,0.5653138090500605,28,6,448
Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,0.59,0.16,0.0,0.01,0.76,,,,,0.5653138090500605,10,10,21
Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,,,,,0.5653138090500605,11,7,469
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,0.0,0.0,0.76,0.0,0.76,,,,,0.5653138090500605,16,3,349
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76,,,,,0.5653138090500605,6,7,85
Doom (2016),XOne,2016,Shooter,Bethesda Softworks,0.44,0.25,0.0,0.07,0.76,,,,,0.5653138090500605,30,8,66
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,65.0,47.0,6.9,30.0,0.5653138090500605,16,8,458
FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0.0,0.36,0.76,,,6.6,7.0,0.5653138090500605,16,10,139
The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52.0,29.0,3.3,31.0,0.5653138090500605,2,9,139
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76,81.0,53.0,8.8,24.0,0.5653138090500605,29,2,327
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39.0,6.0,7.6,5.0,0.5653138090500605,6,1,127
DJ Hero,Wii,2009,Misc,Activision,0.45,0.23,0.0,0.07,0.76,87.0,22.0,7.6,19.0,0.5653138090500605,26,3,21
Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.27,0.0,0.07,0.76,,,,,0.5653138090500605,28,0,127
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76,,,,,0.5653138090500605,16,2,85
Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.1,0.76,95.0,52.0,8.8,5999.0,0.5653138090500605,13,8,537
Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.76,51.0,48.0,4.9,278.0,0.5653138090500605,17,8,497
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.52,0.18,0.0,0.06,0.76,71.0,10.0,7.8,31.0,0.5653138090500605,26,0,290
Legends of Wrestling,PS2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76,,,,,0.5653138090500605,16,2,17
True Crime: New York City,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76,,,,,0.5653138090500605,16,0,21
Lost Planet 2,X360,2010,Shooter,Capcom,0.38,0.23,0.08,0.06,0.76,,,,,0.5653138090500605,28,8,85
Kane & Lynch: Dead Men,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76,,,,,0.5653138090500605,28,8,138
Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,Nintendo,0.16,0.29,0.26,0.04,0.76,,,,,0.5653138090500605,2,7,361
Final Fantasy Legend III,GB,1991,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,,,,,0.5653138090500605,5,7,469
Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.39,0.0,0.08,0.75,60.0,35.0,6.0,8.0,0.5596157879354227,26,0,139
Wall-E,PS2,2008,Platform,THQ,0.21,0.0,0.0,0.54,0.75,67.0,8.0,8.4,9.0,0.5596157879354227,16,4,491
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0.0,0.48,0.25,0.03,0.75,81.0,58.0,7.9,86.0,0.5596157879354227,2,5,361
Super Monkey Ball: Touch & Roll,DS,2005,Misc,Sega,0.69,0.0,0.0,0.06,0.75,,,,,0.5596157879354227,4,3,448
Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,76.0,10.0,8.9,55.0,0.5596157879354227,15,4,85
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,Nintendo,0.03,0.66,0.02,0.04,0.75,,,,,0.5596157879354227,2,3,361
Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89.0,56.0,8.4,704.0,0.5596157879354227,18,8,139
Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.18,0.37,0.06,0.14,0.75,55.0,46.0,5.8,30.0,0.5596157879354227,17,0,458
Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,0.75,95.0,10.0,7.3,900.0,0.5596157879354227,30,0,277
Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.38,0.0,0.08,0.75,81.0,75.0,7.8,69.0,0.5596157879354227,28,10,497
Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.28,0.39,0.0,0.08,0.75,58.0,22.0,6.0,8.0,0.5596157879354227,26,5,491
PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60.0,18.0,7.0,27.0,0.5596157879354227,26,0,361
DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0.0,0.1,0.75,86.0,46.0,7.8,22.0,0.5596157879354227,17,3,21
WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.2,0.0,0.14,0.75,72.0,9.0,6.0,9.0,0.5596157879354227,19,2,491
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.28,0.0,0.06,0.75,72.0,6.0,5.2,25.0,0.5596157879354227,2,0,552
SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,81.0,53.0,6.7,150.0,0.5596157879354227,17,2,349
Shark Tale,PS2,2004,Action,Activision,0.37,0.29,0.0,0.1,0.75,69.0,30.0,6.5,6.0,0.5596157879354227,16,0,21
San Francisco Rush: Extreme Racing,N64,1997,Racing,GT Interactive,0.63,0.11,0.0,0.01,0.75,,,,,0.5596157879354227,10,6,178
Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,78.0,21.0,7.4,49.0,0.5596157879354227,16,8,277
Street Fighter EX Plus Alpha,PS,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75,,,,,0.5596157879354227,15,2,545
Kane & Lynch: Dead Men,PS3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.75,,,,,0.5596157879354227,17,8,138
Deer Drive,Wii,2009,Sports,Big Ben Interactive,0.66,0.04,0.0,0.05,0.75,,,,,0.5596157879354227,26,10,67
Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,82.0,56.0,7.2,386.0,0.5596157879354227,18,10,277
Tony Hawk's Underground 2,XB,2004,Sports,Activision,0.48,0.24,0.0,0.03,0.75,83.0,55.0,7.8,12.0,0.5596157879354227,29,10,21
Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75,75.0,23.0,7.9,16.0,0.5596157879354227,19,10,139
We Sing,Wii,2009,Misc,Nordic Games,0.0,0.67,0.0,0.08,0.75,,,,,0.5596157879354227,26,3,369
Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.21,0.46,0.0,0.08,0.75,62.0,24.0,7.6,14.0,0.5596157879354227,26,1,528
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,81.0,22.0,7.9,27.0,0.5596157879354227,16,2,85
MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75,76.0,27.0,9.0,18.0,0.5596157879354227,16,10,139
Turok,X360,2008,Action,Touchstone,0.46,0.2,0.01,0.07,0.75,69.0,63.0,7.1,120.0,0.5596157879354227,28,0,517
Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.33,0.23,0.08,0.11,0.75,,,,,0.5596157879354227,18,7,467
Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.17,0.75,59.0,42.0,6.5,61.0,0.5596157879354227,19,8,277
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,0.75,80.0,47.0,6.9,106.0,0.5596157879354227,4,7,467
Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0.0,0.0,0.74,0.0,0.74,,,,,0.5538851132264376,4,2,361
Jampack Summer 2001,PS2,2001,Misc,Sony Computer Entertainment,0.36,0.28,0.0,0.1,0.74,,,,,0.5538851132264376,16,3,458
The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,0.38,0.25,0.0,0.11,0.74,54.0,45.0,7.1,57.0,0.5538851132264376,17,0,139
Band Hero,PS3,2009,Misc,Activision,0.41,0.23,0.0,0.11,0.74,76.0,45.0,5.7,9.0,0.5538851132264376,17,3,21
Burnout,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74,79.0,25.0,7.7,33.0,0.5538851132264376,16,6,17
Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.66,0.02,0.0,0.06,0.74,63.0,37.0,7.9,31.0,0.5538851132264376,4,7,127
Rhythm Heaven: The Best+,3DS,2015,Misc,Nintendo,0.0,0.03,0.72,0.0,0.74,,,,,0.5538851132264376,2,3,361
Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74,,,,,0.5538851132264376,6,3,277
The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.21,0.01,0.1,0.74,67.0,53.0,7.2,50.0,0.5538851132264376,17,0,139
Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74,70.0,19.0,8.8,31.0,0.5538851132264376,19,2,327
Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,69.0,11.0,6.5,31.0,0.5538851132264376,19,6,139
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,0.74,91.0,30.0,7.9,915.0,0.5538851132264376,28,7,349
Sega Superstars Tennis,DS,2008,Sports,Sega,0.29,0.37,0.0,0.08,0.74,65.0,19.0,,,0.5538851132264376,4,10,448
Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0.0,0.12,0.74,80.0,20.0,7.4,771.0,0.5538851132264376,13,0,528
Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.29,0.27,0.06,0.11,0.74,,,,,0.5538851132264376,18,7,467
[Prototype 2],PS3,2012,Action,Activision,0.36,0.28,0.0,0.1,0.74,79.0,39.0,6.8,179.0,0.5538851132264376,17,0,21
Midnight Club 3: DUB Edition,XB,2005,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74,84.0,53.0,7.4,40.0,0.5538851132264376,29,6,497
Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.29,0.22,0.09,0.74,74.0,30.0,7.2,204.0,0.5538851132264376,17,0,85
Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0.0,0.13,0.74,60.0,20.0,7.1,31.0,0.5538851132264376,19,8,528
The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0.0,0.01,0.74,,,,,0.5538851132264376,6,0,139
Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,0.36,0.28,0.0,0.09,0.74,74.0,19.0,,,0.5538851132264376,16,10,139
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,Action,Square Enix,0.17,0.13,0.37,0.06,0.74,,,,,0.5538851132264376,18,0,467
Red Faction: Guerrilla,PS3,2009,Shooter,THQ,0.33,0.27,0.02,0.12,0.74,85.0,56.0,8.1,136.0,0.5538851132264376,17,8,491
The Elder Scrolls V: Skyrim,XOne,2016,Role-Playing,Bethesda Softworks,0.41,0.27,0.0,0.07,0.74,,,,,0.5538851132264376,30,7,66
Jet Moto 3,PS,1999,Racing,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74,,,,,0.5538851132264376,15,6,458
Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,77.0,28.0,6.7,82.0,0.5538851132264376,17,0,349
X-Men Origins: Wolverine - Uncaged Edition,PS3,2009,Action,Activision,0.31,0.31,0.0,0.12,0.74,,,,,0.5538851132264376,17,0,21
Unreal Championship,XB,2002,Shooter,Atari,0.59,0.12,0.0,0.03,0.74,83.0,29.0,8.2,24.0,0.5538851132264376,29,8,53
WarioWare: Twisted!,GBA,2007,Puzzle,Unknown,0.16,0.06,0.5,0.02,0.74,,,,,0.5538851132264376,6,5,533
Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.28,0.0,0.12,0.74,,,6.7,11.0,0.5538851132264376,17,0,552
Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,86.0,42.0,6.8,1594.0,0.5538851132264376,13,0,139
Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,79.0,67.0,8.2,264.0,0.5538851132264376,28,7,53
MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,0.67,0.0,0.0,0.07,0.74,87.0,36.0,7.8,114.0,0.5538851132264376,17,10,458
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,82.0,8.0,8.0,71.0,0.5538851132264376,27,0,552
Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0.0,0.0,0.05,0.74,49.0,18.0,6.3,4.0,0.5538851132264376,26,3,53
NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.45,0.12,0.03,0.13,0.74,,,4.6,13.0,0.5538851132264376,17,10,497
Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74,72.0,31.0,8.3,25.0,0.5538851132264376,6,7,361
FIFA 17,PS3,2016,Sports,Electronic Arts,0.05,0.55,0.03,0.1,0.73,,,3.3,21.0,0.5481214085096876,17,10,139
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.49,0.15,0.0,0.09,0.73,74.0,48.0,7.3,51.0,0.5481214085096876,17,7,21
Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.33,0.34,0.0,0.06,0.73,85.0,45.0,5.9,3926.0,0.5481214085096876,13,7,139
Resonance of Fate,PS3,2010,Role-Playing,Sega,0.2,0.21,0.24,0.08,0.73,72.0,42.0,8.0,136.0,0.5481214085096876,17,7,448
Madagascar: Escape 2 Africa,DS,2008,Action,Activision,0.41,0.25,0.0,0.07,0.73,55.0,6.0,,,0.5481214085096876,4,0,21
Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.73,55.0,24.0,6.9,19.0,0.5481214085096876,17,0,127
FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73,,,,,0.5481214085096876,15,10,139
The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,0.43,0.24,0.0,0.06,0.73,,,,,0.5481214085096876,28,0,21
Dragon Ball Z: Ultime Menace,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.73,0.0,0.73,,,,,0.5481214085096876,23,2,349
The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,0.55,0.13,0.0,0.05,0.73,,,,,0.5481214085096876,28,1,58
